trait	gene	chr	coverage	cs	cs_size	top_variant	top_pos	top_pip	cs_pip_sum	min_r2	mean_r2	low_purity	cs_max_absz	pass_filter
LDL_C	ABCA1	9	0.99	1	1	rs2740488	104899461	0.997727938455905	0.997727938455905	1	1	FALSE	15.3872125669789	TRUE
LDL_C	ABCA1	9	0.99	2	1	rs4149307	104827463	1	1	1	1	FALSE	11.478564898883	TRUE
LDL_C	ABCA1	9	0.99	3	1	rs11789603	104884738	0.999999997798597	0.999999997798597	1	1	FALSE	12.1157010809994	TRUE
LDL_C	ABCA1	9	0.99	5	6	rs2740477	104801796	0.825548702609985	0.99501112238436	0.869550655009	0.926803484240111	FALSE	6.06852027070976	TRUE
LDL_C	ABCA1	9	0.99	7	12	rs3890182	104885374	0.998291308559794	1.6998986800801	1	1	FALSE	13.7502148421669	TRUE
LDL_C	ABCA1	9	0.99	8	1	rs62568183	104888064	1	1	1	1	FALSE	9.02775769998382	TRUE
LDL_C	ABCA1	9	0.99	9	1	rs3890182	104885374	0.998291308559794	0.998291308559794	1	1	FALSE	13.7502148421669	TRUE
LDL_C	ABCA1	9	0.95	1	1	rs2740488	104899461	0.997727938455905	0.997727938455905	1	1	FALSE	15.3872125669789	TRUE
LDL_C	ABCA1	9	0.95	2	1	rs4149307	104827463	1	1	1	1	FALSE	11.478564898883	TRUE
LDL_C	ABCA1	9	0.95	3	1	rs11789603	104884738	0.999999997798597	0.999999997798597	1	1	FALSE	12.1157010809994	TRUE
LDL_C	ABCA1	9	0.95	5	4	rs2740477	104801796	0.825548702609985	0.959383808103584	0.894284183556	0.934482467053445	FALSE	6.06852027070976	TRUE
LDL_C	ABCA1	9	0.95	7	10	rs3890182	104885374	0.998291308559794	1.65523260501039	1	1	FALSE	13.7502148421669	TRUE
LDL_C	ABCA1	9	0.95	8	1	rs62568183	104888064	1	1	1	1	FALSE	9.02775769998382	TRUE
LDL_C	ABCA1	9	0.95	9	1	rs3890182	104885374	0.998291308559794	0.998291308559794	1	1	FALSE	13.7502148421669	TRUE
LDL_C	ABCG5_8	2	0.99	1	2	rs4299376	43845437	0.984205088355713	0.998706126698891	0.971080168356	0.971080168356	FALSE	28.0278902727199	TRUE
LDL_C	ABCG5_8	2	0.99	2	2	rs111617668	43828783	0.922763926521943	0.999323523089516	1	1	FALSE	27.0553742969894	TRUE
LDL_C	ABCG5_8	2	0.99	3	1	rs139029940	43817746	0.991827408267576	0.991827408267576	1	1	FALSE	11.5659509030628	TRUE
LDL_C	ABCG5_8	2	0.99	4	1	rs4148203	43840743	0.99985310158668	0.99985310158668	1	1	FALSE	8.57464996357177	TRUE
LDL_C	ABCG5_8	2	0.99	5	1	rs141828689	43828024	1	1	1	1	FALSE	8.85597739410795	TRUE
LDL_C	ABCG5_8	2	0.99	9	5	rs1038822	43511034	0.463628689220531	0.993140494468265	0.471687372025	0.64894801944361	FALSE	7.259117276614	TRUE
LDL_C	ABCG5_8	2	0.99	10	4	rs35206901	43870221	0.921234494785759	0.993658900129465	0.853197673969	0.922353433925445	FALSE	15.9597840441573	TRUE
LDL_C	ABCG5_8	2	0.95	1	1	rs4299376	43845437	0.984205088355713	0.984205088355713	1	1	FALSE	28.0278902727199	TRUE
LDL_C	ABCG5_8	2	0.95	2	2	rs111617668	43828783	0.922763926521943	0.999323523089516	1	1	FALSE	27.0553742969894	TRUE
LDL_C	ABCG5_8	2	0.95	3	1	rs139029940	43817746	0.991827408267576	0.991827408267576	1	1	FALSE	11.5659509030628	TRUE
LDL_C	ABCG5_8	2	0.95	4	1	rs4148203	43840743	0.99985310158668	0.99985310158668	1	1	FALSE	8.57464996357177	TRUE
LDL_C	ABCG5_8	2	0.95	5	1	rs141828689	43828024	1	1	1	1	FALSE	8.85597739410795	TRUE
LDL_C	ABCG5_8	2	0.95	8	1	rs13414390	43715032	0.954906045563296	0.954906045563296	1	1	FALSE	5.92140218710894	TRUE
LDL_C	ABCG5_8	2	0.95	9	3	rs1038822	43511034	0.463628689220531	0.978337953030406	0.473188524769	0.611409312044445	FALSE	7.259117276614	TRUE
LDL_C	ABCG5_8	2	0.95	10	2	rs35206901	43870221	0.921234494785759	0.961983919332813	0.982530965529	0.982530965529	FALSE	15.9597840441573	TRUE
LDL_C	APOA5	11	0.99	1	1	rs11604424	116780399	0.999484281796409	0.999484281796409	1	1	FALSE	26.3888966456608	TRUE
LDL_C	APOA5	11	0.99	2	1	rs11216183	116910829	1	1	1	1	FALSE	7.63408285930111	TRUE
LDL_C	APOA5	11	0.99	4	1	rs12366015	117120135	1	1	1	1	FALSE	21.9119066205561	TRUE
LDL_C	APOA5	11	0.99	5	2	rs12808524	117020277	0.933865489758191	0.99999999990716	0.980187121936	0.980187121936	FALSE	9.86893239477929	TRUE
LDL_C	APOA5	11	0.99	6	1	rs525028	116834800	1	1	1	1	FALSE	24.2444152981372	TRUE
LDL_C	APOA5	11	0.99	7	1	rs61905155	116848213	1	1	1	1	FALSE	7.03558231502472	TRUE
LDL_C	APOA5	11	0.99	8	1	rs5141	116831407	1	1	1	1	FALSE	9.01529785475891	TRUE
